,YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value,Sample_Size,Gender,Race,Age
19493,2014,Arkansas,Cigarette Use (Adults),Current Smoking,,26.2,1799,Male,All Races,All Ages
19494,2016,Minnesota,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,48.3,1561,Overall,All Races,All Ages
19495,2015,Minnesota,Smokeless Tobacco Use (Adults),Current Use,,4,16395,Overall,All Races,All Ages
19496,2013,Texas,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,58,307,Male,All Races,All Ages
19497,2012,Montana,Smokeless Tobacco Use (Adults),User Status,Current,8,8593,Overall,All Races,All Ages
19498,2014,Delaware,Smokeless Tobacco Use (Adults),User Status,Not Current,99.8,2474,Female,All Races,All Ages
19499,2015,New Jersey,Cigarette Use (Adults),Current Smoking,,11.5,6478,Female,All Races,All Ages
19500,2012,Kansas,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,41.5,419,Overall,All Races,All Ages
19501,2016,New Hampshire,E-Cigarette Use (Adults),Frequency of Use,Every Day,23.4,62,Female,All Races,All Ages
19502,2013,District of Columbia,Cigarette Use (Adults),Smoking Status,Current,18.8,4702,Overall,All Races,All Ages
19503,2013,Nevada,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,46.6,625,Overall,All Races,All Ages
19504,2013,Connecticut,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,581,Female,All Races,All Ages
19505,2014,Michigan,Smokeless Tobacco Use (Adults),Current Use,,1.3,4727,Female,All Races,All Ages
19506,2016,Rhode Island,E-Cigarette Use (Adults),Current Use,,3.9,2296,Overall,All Races,45 to 64 Years
19507,2016,Wyoming,E-Cigarette Use (Adults),User Status,Never,75.8,4410,Overall,All Races,All Ages
19508,2014,Washington,Cigarette Use (Adults),Smoking Frequency,Some Days,28.8,603,Female,All Races,All Ages
19509,2012,Connecticut,Smokeless Tobacco Use (Adults),User Status,Not Current,99.4,5066,Female,All Races,All Ages
19510,2013,California,Cigarette Use (Adults),Current Smoking,,7.2,2935,Overall,All Races,65 Years and Older
19511,2016,West Virginia,E-Cigarette Use (Adults),Current Use,,3.9,2846,Overall,All Races,45 to 64 Years
19512,2016,Minnesota,Smokeless Tobacco Use (Adults),Current Use,,3.4,6336,Overall,All Races,45 to 64 Years
19513,2014,Virginia,Cigarette Use (Adults),Current Smoking,,13,5797,Overall,All Races,Age 25 and Older
19514,2015,Georgia,Cigarette Use (Adults),Smoking Status,Never,60.1,4362,Overall,All Races,All Ages
19515,2015,Wisconsin,Cigarette Use (Adults),Current Smoking,,14.9,3342,Female,All Races,All Ages
19516,2012,Alaska,Smokeless Tobacco Use (Adults),Current Use,,10,1975,Male,All Races,All Ages
19517,2013,Puerto Rico,Cigarette Use (Adults),Smoking Status,Never,80.3,3805,Female,All Races,All Ages
19518,2015,Oklahoma,Smokeless Tobacco Use (Adults),Current Use,,5.7,4072,Overall,All Races,Age 20 and Older
19519,2014,Hawaii,Smokeless Tobacco Use (Adults),Current Use,,1.2,4680,Overall,All Races,Age 20 and Older
19520,2013,Arkansas,Smokeless Tobacco Use (Adults),Current Use,,6.9,5126,Overall,All Races,All Ages
19521,2014,Arkansas,Cigarette Use (Adults),Smoking Frequency,Some Days,34.2,362,Male,All Races,All Ages
19522,2014,Pennsylvania,Cigarette Use (Adults),Smoking Status,Current,19.9,10489,Overall,All Races,All Ages
19523,2015,Nebraska,Cigarette Use (Adults),Smoking Frequency,Some Days,27.6,1148,Male,All Races,All Ages
19524,2012,Minnesota,Cigarette Use (Adults),Current Smoking,,24.7,2697,Overall,All Races,Age 25 and Older
19525,2013,Illinois,Cigarette Use (Adults),Smoking Frequency,Every Day,68.7,404,Male,All Races,All Ages
19526,2015,Nebraska,Cigarette Use (Adults),Current Smoking,,18.4,7355,Male,All Races,All Ages
19527,2016,Virginia,E-Cigarette Use (Adults),Current Use,,4.4,689,Overall,All Races,Age 20 and Older
19528,2015,North Carolina,Smokeless Tobacco Use (Adults),Current Use,,4.9,6529,Overall,All Races,All Ages
19529,2016,Nevada,Cigarette Use (Adults),Smoking Status,Never,64.9,2313,Female,All Races,All Ages
19530,2013,Montana,Smokeless Tobacco Use (Adults),Current Use,,9.6,2849,Overall,All Races,Age 20 and Older
19531,2016,Washington,Cigarette Use (Adults),Current Smoking,,7.9,4999,Overall,All Races,65 Years and Older
19532,2014,Hawaii,Cigarette Use (Adults),Current Smoking,,15.7,1093,Female,All Races,18 to 44 Years
19533,2014,North Dakota,Cigarette Use (Adults),Smoking Status,Former,26.8,3141,Male,All Races,All Ages
19534,2013,Hawaii,Cigarette Use (Adults),Current Smoking,,10.2,5118,Overall,All Races,Age 20 and Older
19535,2016,Washington,Cigarette Use (Adults),Smoking Status,Former,26.7,13832,Overall,All Races,All Ages
19536,2016,Virginia,E-Cigarette Use (Adults),User Status,Never,75.6,3791,Male,All Races,All Ages
19537,2013,Alabama,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,57.3,788,Overall,All Races,All Ages
19538,2014,Rhode Island,Smokeless Tobacco Use (Adults),Current Use,,2.5,453,Overall,All Races,Age 25 and Older
19539,2013,Hawaii,Smokeless Tobacco Use (Adults),Current Use,,1.9,1876,Overall,All Races,Age 25 and Older
19540,2012,Michigan,Cigarette Use (Adults),Current Smoking,,26.7,2852,Overall,All Races,Age 25 and Older
19541,2015,Kentucky,Smokeless Tobacco Use (Adults),User Status,Current,7.3,8558,Overall,All Races,All Ages
19542,2013,Iowa,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,63.2,245,Overall,All Races,All Ages
19543,2015,Maine,Cigarette Use (Adults),Current Smoking,,8.1,3289,Overall,All Races,65 Years and Older
19544,2016,Nebraska,Cigarette Use (Adults),Current Smoking,,30.8,865,Overall,All Races,Age 25 and Older
19545,2016,New York,Cigarette Use (Adults),Smoking Frequency,Every Day,67.1,2758,Female,All Races,All Ages
19546,2015,Guam,Cigarette Use (Adults),Current Smoking,,32.5,747,Male,All Races,All Ages
19547,2016,Maryland,Cigarette Use (Adults),Current Smoking,,12.8,2202,Female,All Races,18 to 44 Years
19548,2016,Michigan,Cigarette Use (Adults),Current Smoking,,20.4,11668,Overall,All Races,All Ages
19549,2014,New Mexico,Cigarette Use (Adults),Current Smoking,,19.1,8365,Overall,All Races,All Ages
19550,2016,North Carolina,Smokeless Tobacco Use (Adults),Current Use,,5.7,454,Overall,All Races,18 to 24 Years
19551,2014,Maryland,Smokeless Tobacco Use (Adults),Current Use,,3.1,648,Overall,All Races,Age 25 and Older
19552,2015,Iowa,Smokeless Tobacco Use (Adults),User Status,Not Current,91.1,2614,Male,All Races,All Ages
19553,2016,Minnesota,E-Cigarette Use (Adults),Current Use,,3.8,670,Overall,All Races,Age 20 and Older
19554,2015,Guam,Cigarette Use (Adults),Smoking Status,Never,43.5,747,Male,All Races,All Ages
19555,2013,Alaska,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,49.2,344,Female,All Races,All Ages
19556,2013,Guam,Cigarette Use (Adults),Current Smoking,,27,246,Overall,All Races,18 to 24 Years
19557,2015,Pennsylvania,Smokeless Tobacco Use (Adults),Current Use,,7.4,2442,Male,All Races,All Ages
19558,2014,New Mexico,Smokeless Tobacco Use (Adults),Current Use,,4.9,8391,Overall,All Races,All Ages
19559,2012,Idaho,Smokeless Tobacco Use (Adults),Current Use,,4.9,5821,Overall,All Races,All Ages
19560,2016,South Dakota,Cigarette Use (Adults),Smoking Status,Never,55.6,5623,Overall,All Races,All Ages
19561,2012,Kentucky,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,49.9,2052,Overall,All Races,All Ages
19562,2015,Guam,Smokeless Tobacco Use (Adults),User Status,Current,7.7,1604,Overall,All Races,All Ages
19563,2016,Utah,E-Cigarette Use (Adults),Frequency of Use,Every Day,45.2,352,Overall,All Races,All Ages
19564,2016,North Dakota,Smokeless Tobacco Use (Adults),User Status,Current,12.6,2526,Male,All Races,All Ages
19565,2015,Wisconsin,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,61.4,1374,Female,All Races,All Ages
19566,2012,Nebraska,Cigarette Use (Adults),Current Smoking,,18.1,11184,Female,All Races,All Ages
19567,2012,Arkansas,Cigarette Use (Adults),Current Smoking,,27.4,678,Female,All Races,18 to 44 Years
19568,2013,New York,Cigarette Use (Adults),Smoking Frequency,Some Days,32.6,1194,Overall,All Races,All Ages
19569,2015,Hawaii,Cigarette Use (Adults),Current Smoking,,10.8,3637,Female,All Races,All Ages
19570,2013,New York,Smokeless Tobacco Use (Adults),User Status,Not Current,97.8,8674,Overall,All Races,All Ages
19571,2015,Connecticut,Smokeless Tobacco Use (Adults),Current Use,,1.4,7813,Overall,All Races,Age 20 and Older
19572,2013,Oregon,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
19573,2013,Delaware,Cigarette Use (Adults),Smoking Frequency,Every Day,68.7,842,Overall,All Races,All Ages
19574,2015,District of Columbia,Cigarette Use (Adults),Current Smoking,,15.3,431,Female,All Races,18 to 44 Years
19575,2013,Puerto Rico,Smokeless Tobacco Use (Adults),User Status,Current,1,2161,Male,All Races,All Ages
19576,2016,Nebraska,Cigarette Use (Adults),Smoking Status,Never,53.7,6463,Male,All Races,All Ages
19577,2015,North Carolina,Smokeless Tobacco Use (Adults),Current Use,,3.4,3769,Overall,All Races,Age 25 and Older
19578,2014,Iowa,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,48.7,460,Female,All Races,All Ages
19579,2013,Oregon,Smokeless Tobacco Use (Adults),User Status,Not Current,99,3301,Female,All Races,All Ages
19580,2013,Vermont,Smokeless Tobacco Use (Adults),Current Use,,3.7,1281,Overall,All Races,25 to 44 Years
19581,2014,Missouri,Cigarette Use (Adults),Smoking Frequency,Some Days,24.7,524,Male,All Races,All Ages
19582,2015,New York,Cigarette Use (Adults),Current Smoking,,17.7,4934,Male,All Races,All Ages
19583,2016,New Mexico,E-Cigarette Use (Adults),Frequency of Use,Some Days,69.1,86,Male,All Races,All Ages
19584,2012,Alaska,Cigarette Use (Adults),Smoking Status,Never,57.9,2308,Female,All Races,All Ages
19585,2016,New Hampshire,Smokeless Tobacco Use (Adults),User Status,Not Current,96.2,2783,Male,All Races,All Ages
19586,2015,California,Cigarette Use (Adults),Current Smoking,,13.8,3679,Overall,All Races,25 to 44 Years
19587,2014,Ohio,Smokeless Tobacco Use (Adults),User Status,Current,0.8,6465,Female,All Races,All Ages
19588,2012,Nebraska,Cigarette Use (Adults),Smoking Status,Former,20.9,11184,Female,All Races,All Ages
19589,2015,Connecticut,Smokeless Tobacco Use (Adults),Current Use,,1.7,11337,Overall,All Races,All Ages
19590,2015,Maine,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
19591,2015,West Virginia,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,70.9,392,Male,All Races,All Ages
19592,2014,Montana,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,672,Female,All Races,All Ages
19593,2014,Kentucky,Cigarette Use (Adults),Current Smoking,,18.7,5790,Overall,All Races,Age 25 and Older
19594,2014,Arizona,Smokeless Tobacco Use (Adults),Current Use,,3.5,3183,Overall,All Races,Age 20 and Older
19595,2016,Wisconsin,E-Cigarette Use (Adults),Current Use,,4.4,1474,Overall,All Races,Age 25 and Older
19596,2016,Vermont,Cigarette Use (Adults),Smoking Status,Former,26.1,3523,Female,All Races,All Ages
19597,2013,Virginia,Cigarette Use (Adults),Current Smoking,,14.3,4982,Overall,All Races,Age 25 and Older
19598,2016,Nevada,Smokeless Tobacco Use (Adults),Current Use,,2.9,1539,Overall,All Races,45 to 64 Years
19599,2014,Maine,Smokeless Tobacco Use (Adults),Current Use,,1.2,5491,Overall,All Races,Age 25 and Older
19600,2016,New Hampshire,Cigarette Use (Adults),Smoking Frequency,Every Day,72.2,842,Overall,All Races,All Ages
19601,2013,South Dakota,Smokeless Tobacco Use (Adults),User Status,Current,6.6,6792,Overall,All Races,All Ages
19602,2012,Alaska,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,56,595,Overall,All Races,All Ages
19603,2013,Iowa,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,55.2,1662,Male,All Races,All Ages
19604,2014,Louisiana,Cigarette Use (Adults),Smoking Status,Never,60.5,4025,Female,All Races,All Ages
19605,2012,Illinois,Cigarette Use (Adults),Current Smoking,,27.3,327,Overall,All Races,Age 25 and Older
19606,2014,Massachusetts,Cigarette Use (Adults),Smoking Frequency,Some Days,32.4,840,Male,All Races,All Ages
19607,2013,Ohio,Smokeless Tobacco Use (Adults),Current Use,,8.2,602,Overall,All Races,18 to 24 Years
19608,2015,Wyoming,Cigarette Use (Adults),Current Smoking,,30.6,216,Overall,All Races,Age 25 and Older
19609,2013,Arizona,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,62.5,1036,Female,All Races,All Ages
19610,2012,Arkansas,Smokeless Tobacco Use (Adults),Current Use,,5.7,2518,Overall,All Races,Age 25 and Older
19611,2012,Alabama,Smokeless Tobacco Use (Adults),Current Use,,7.9,762,Overall,All Races,Age 25 and Older
19612,2016,Wisconsin,E-Cigarette Use (Adults),Frequency of Use,Some Days,70.4,174,Overall,All Races,All Ages
19613,2015,Michigan,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,,Female,All Races,All Ages
19614,2015,Maryland,Smokeless Tobacco Use (Adults),User Status,Not Current,95.5,4721,Male,All Races,All Ages
19615,2016,Washington,Smokeless Tobacco Use (Adults),Current Use,,3.5,13904,Overall,All Races,All Ages
19616,2013,West Virginia,Smokeless Tobacco Use (Adults),Current Use,,5.4,2694,Overall,All Races,Age 25 and Older
19617,2012,Nebraska,Smokeless Tobacco Use (Adults),User Status,Current,0.8,11213,Female,All Races,All Ages
19618,2014,Alaska,Smokeless Tobacco Use (Adults),Current Use,,2.7,761,Female,All Races,18 to 44 Years
19619,2014,Wyoming,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,,46.8,285,Male,All Races,All Ages
19620,2016,Minnesota,E-Cigarette Use (Adults),User Status,Never,77.5,7712,Male,All Races,All Ages
19621,2015,Oklahoma,Smokeless Tobacco Use (Adults),User Status,Not Current,93.4,6766,Overall,All Races,All Ages
19622,2014,Virginia,Smokeless Tobacco Use (Adults),Current Use,,3.9,9150,Overall,All Races,All Ages
19623,2013,Guam,Smokeless Tobacco Use (Adults),User Status,Current,11.8,792,Male,All Races,All Ages
19624,2012,Iowa,Smokeless Tobacco Use (Adults),User Status,Current,8.6,2873,Male,All Races,All Ages
19625,2012,Connecticut,Cigarette Use (Adults),Smoking Status,Never,51.5,3570,Male,All Races,All Ages
19626,2012,District of Columbia,Smokeless Tobacco Use (Adults),Current Use,,0.9,3673,Overall,All Races,Age 20 and Older
19627,2014,Delaware,Cigarette Use (Adults),Smoking Status,Former,28,1689,Male,All Races,All Ages
19628,2012,New Hampshire,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,,Female,All Races,All Ages
19629,2014,Hawaii,Cigarette Use (Adults),Current Smoking,,26.4,318,Overall,All Races,Age 20 and Older
19630,2014,New York,Smokeless Tobacco Use (Adults),Current Use,,2.7,371,Overall,All Races,18 to 24 Years
19631,2016,New Mexico,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,52.2,219,Overall,All Races,All Ages
19632,2012,Massachusetts,Cigarette Use (Adults),Smoking Frequency,Some Days,25.9,1403,Male,All Races,All Ages
19633,2012,Delaware,Cigarette Use (Adults),Smoking Frequency,Some Days,26.6,525,Female,All Races,All Ages
19634,2015,Massachusetts,Smokeless Tobacco Use (Adults),Current Use,,4.4,566,Overall,All Races,Age 25 and Older
19635,2015,Louisiana,Cigarette Use (Adults),Smoking Status,Never,49.2,1716,Male,All Races,All Ages
19636,2015,Washington,Cigarette Use (Adults),Current Smoking,,14.4,2072,Female,All Races,18 to 44 Years
19637,2014,West Virginia,Cigarette Use (Adults),Smoking Frequency,Some Days,15.6,1367,Overall,All Races,All Ages
19638,2014,California,Cigarette Use (Adults),Smoking Status,Current,16.3,3893,Male,All Races,All Ages
19639,2015,New Mexico,Smokeless Tobacco Use (Adults),User Status,Current,4,6460,Overall,All Races,All Ages
19640,2013,Virginia,Cigarette Use (Adults),Smoking Frequency,Every Day,72.7,766,Female,All Races,All Ages
19641,2012,Indiana,Cigarette Use (Adults),Smoking Status,Current,24,8511,Overall,All Races,All Ages
19642,2016,Oregon,E-Cigarette Use (Adults),User Status,Current,5.8,2287,Male,All Races,All Ages
19643,2013,Iowa,Cigarette Use (Adults),Smoking Frequency,Some Days,23.1,1226,Overall,All Races,All Ages
19644,2016,Oregon,E-Cigarette Use (Adults),Current Use,,5.1,268,Overall,All Races,Age 20 and Older
19645,2016,Massachusetts,Cigarette Use (Adults),Current Smoking,,21.6,1699,Overall,All Races,Age 20 and Older
19646,2015,Rhode Island,Cigarette Use (Adults),Smoking Status,Never,61.7,3472,Female,All Races,All Ages
19647,2013,Kansas,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,,55.5,4850,Male,All Races,All Ages
19648,2015,Guam,Cigarette Use (Adults),Current Smoking,,16.9,818,Overall,All Races,Age 25 and Older
19649,2013,Washington,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,1427,Overall,All Races,All Ages
19650,2016,North Dakota,Smokeless Tobacco Use (Adults),Current Use,,12.6,2526,Male,All Races,All Ages
19651,2015,Connecticut,Cigarette Use (Adults),Current Smoking,,13.5,11293,Overall,All Races,All Ages
19652,2013,Missouri,Smokeless Tobacco Use (Adults),Current Use,,6.5,1432,Overall,All Races,25 to 44 Years
19653,2013,Wisconsin,Cigarette Use (Adults),Smoking Status,Current,20.1,2722,Male,All Races,All Ages
19654,2016,Virginia,E-Cigarette Use (Adults),Current Use,,6.8,1965,Overall,All Races,25 to 44 Years
19655,2015,Indiana,Smokeless Tobacco Use (Adults),Current Use,,4.7,1029,Overall,All Races,25 to 44 Years
19656,2012,Colorado,Cigarette Use (Adults),Smoking Frequency,Some Days,32.7,807,Male,All Races,All Ages
19657,2014,Massachusetts,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,11.9,53,Female,All Races,All Ages
19658,2014,Oklahoma,Cigarette Use (Adults),Smoking Status,Current,19.1,4860,Female,All Races,All Ages
19659,2012,Kentucky,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,35,437,Male,All Races,All Ages
19660,2014,Georgia,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45,221,Overall,All Races,All Ages
19661,2013,Oklahoma,Cigarette Use (Adults),Smoking Status,Current,21.7,4903,Female,All Races,All Ages
19662,2014,Kentucky,Cigarette Use (Adults),Smoking Status,Former,25.5,10767,Overall,All Races,All Ages
19663,2016,West Virginia,Cigarette Use (Adults),Current Smoking,,42.4,782,Overall,All Races,Age 20 and Older
19664,2014,Colorado,Cigarette Use (Adults),Smoking Status,Current,16.9,5387,Male,All Races,All Ages
19665,2013,Montana,Cigarette Use (Adults),Smoking Status,Former,26.8,9526,Overall,All Races,All Ages
19666,2016,Michigan,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,1047,Female,All Races,All Ages
